test_id,symbol,interval,short_ma,long_ma,use_rsi_filter,rsi_period,rsi_oversold,rsi_overbought,train_final_balance,test_final_balance,max_drawdown_pct,win_rate_pct
93,ETHUSDT,15,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
95,ETHUSDT,15,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
97,ETHUSDT,15,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
99,ETHUSDT,15,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
101,ETHUSDT,15,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
103,ETHUSDT,15,20,30,True,14,30,70,10000.0,10000.0,0.0,0.0
105,ETHUSDT,15,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
107,ETHUSDT,15,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
117,BNBUSDT,1,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
119,BNBUSDT,1,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
121,BNBUSDT,1,20,30,True,14,30,70,9999.33,10000.0,0.0,33.33
127,BNBUSDT,5,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
129,BNBUSDT,5,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
131,BNBUSDT,5,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
133,BNBUSDT,5,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
135,BNBUSDT,5,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
137,BNBUSDT,5,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
139,BNBUSDT,5,20,30,True,14,30,70,9999.92,10000.0,0.0,0.0
141,BNBUSDT,5,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
143,BNBUSDT,5,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
145,BNBUSDT,15,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
147,BNBUSDT,15,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
149,BNBUSDT,15,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
151,BNBUSDT,15,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
153,BNBUSDT,15,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
155,BNBUSDT,15,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
157,BNBUSDT,15,20,30,True,14,30,70,10000.01,10000.0,0.0,0.0
159,BNBUSDT,15,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
161,BNBUSDT,15,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
163,SOLUSDT,1,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
169,SOLUSDT,1,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
171,SOLUSDT,1,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
173,SOLUSDT,1,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
179,SOLUSDT,1,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
181,SOLUSDT,5,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
183,SOLUSDT,5,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
187,SOLUSDT,5,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
189,SOLUSDT,5,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
191,SOLUSDT,5,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
195,SOLUSDT,5,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
197,SOLUSDT,5,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
199,SOLUSDT,15,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
201,SOLUSDT,15,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
203,SOLUSDT,15,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
205,SOLUSDT,15,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
207,SOLUSDT,15,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
209,SOLUSDT,15,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
213,SOLUSDT,15,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
215,SOLUSDT,15,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
217,XRPUSDT,1,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
219,XRPUSDT,1,5,50,True,14,30,70,9999.94,10000.0,0.0,0.0
223,XRPUSDT,1,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
225,XRPUSDT,1,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
227,XRPUSDT,1,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
233,XRPUSDT,1,20,100,True,14,30,70,9999.96,10000.0,0.0,0.0
235,XRPUSDT,5,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
237,XRPUSDT,5,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
239,XRPUSDT,5,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
241,XRPUSDT,5,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
243,XRPUSDT,5,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
245,XRPUSDT,5,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
247,XRPUSDT,5,20,30,True,14,30,70,10000.08,10000.0,0.0,0.0
249,XRPUSDT,5,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
251,XRPUSDT,5,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
253,XRPUSDT,15,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
255,XRPUSDT,15,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
259,XRPUSDT,15,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
261,XRPUSDT,15,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
263,XRPUSDT,15,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
265,XRPUSDT,15,20,30,True,14,30,70,9999.82,10000.0,0.0,0.0
267,XRPUSDT,15,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
269,XRPUSDT,15,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
31,BTCUSDT,5,20,30,True,14,30,70,9999.92,9999.98,0,0.0
87,ETHUSDT,5,20,50,True,14,30,70,10000.0,9999.98,0,0.0
162,BNBUSDT,15,20,100,False,14,30,70,9998.91,9999.98,0.0,20.0
211,SOLUSDT,15,20,30,True,14,30,70,10000.0,9999.97,0,0.0
7,BTCUSDT,1,10,30,True,14,30,70,9999.97,9999.96,0,0.0
9,BTCUSDT,1,10,50,True,14,30,70,10000.0,9999.96,0,0.0
109,BNBUSDT,1,5,30,True,14,30,70,9999.92,9999.96,0,0.0
113,BNBUSDT,1,5,100,True,14,30,70,9999.91,9999.96,0,0.0
115,BNBUSDT,1,10,30,True,14,30,70,10000.0,9999.96,0,0.0
165,SOLUSDT,1,5,50,True,14,30,70,10000.0,9999.96,0,0.0
192,SOLUSDT,5,10,100,False,14,30,70,9997.85,9999.96,0.01,33.33
231,XRPUSDT,1,20,50,True,14,30,70,9999.85,9999.96,0,0.0
257,XRPUSDT,15,5,100,True,14,30,70,10000.0,9999.96,0,0.0
111,BNBUSDT,1,5,50,True,14,30,70,9999.95,9999.95,0,0.0
193,SOLUSDT,5,20,30,True,14,30,70,9999.95,9999.95,0,0.0
57,ETHUSDT,1,5,50,True,14,30,70,9999.87,9999.94,0,0.0
167,SOLUSDT,1,5,100,True,14,30,70,10000.01,9999.94,0,0.0
185,SOLUSDT,5,5,100,True,14,30,70,10000.0,9999.94,0,0.0
221,XRPUSDT,1,5,100,True,14,30,70,9999.89,9999.94,0,0.0
49,BTCUSDT,15,20,30,True,14,30,70,9999.95,9999.93,0,0.0
5,BTCUSDT,1,5,100,True,14,30,70,9999.87,9999.92,0.0,0.0
17,BTCUSDT,1,20,100,True,14,30,70,9999.96,9999.92,0.0,0.0
266,XRPUSDT,15,20,30,False,14,30,70,9998.67,9999.92,0.01,23.53
85,ETHUSDT,5,20,30,True,14,30,70,10000.03,9999.91,0.0,0.0
125,BNBUSDT,1,20,100,True,14,30,70,9999.93,9999.91,0.0,0.0
71,ETHUSDT,1,20,100,True,14,30,70,9999.96,9999.9,0.0,0.0
15,BTCUSDT,1,20,50,True,14,30,70,9999.79,9999.88,0.0,0.0
177,SOLUSDT,1,20,50,True,14,30,70,9999.87,9999.88,0,0.0
100,ETHUSDT,15,10,50,False,14,30,70,9998.48,9999.87,0.0,22.22
54,BTCUSDT,15,20,100,False,14,30,70,9999.11,9999.86,0.0,16.67
67,ETHUSDT,1,20,30,True,14,30,70,9999.53,9999.84,0.0,0.0
229,XRPUSDT,1,20,30,True,14,30,70,9999.57,9999.83,0.0,0.0
59,ETHUSDT,1,5,100,True,14,30,70,10000.06,9999.81,0.0,0.0
156,BNBUSDT,15,10,100,False,14,30,70,9998.83,9999.81,0.0,14.29
216,SOLUSDT,15,20,100,False,14,30,70,9999.16,9999.8,0.0,40.0
160,BNBUSDT,15,20,50,False,14,30,70,9998.81,9999.77,0.01,21.43
204,SOLUSDT,15,5,100,False,14,30,70,9999.94,9999.75,0.0,33.33
106,ETHUSDT,15,20,50,False,14,30,70,9998.32,9999.74,0.01,33.33
150,BNBUSDT,15,5,100,False,14,30,70,9998.69,9999.73,0.0,9.09
84,ETHUSDT,5,10,100,False,14,30,70,9997.29,9999.71,0.01,32.14
52,BTCUSDT,15,20,50,False,14,30,70,9998.78,9999.7,0.01,18.18
202,SOLUSDT,15,5,50,False,14,30,70,9998.24,9999.7,0.01,25.0
190,SOLUSDT,5,10,50,False,14,30,70,9997.01,9999.66,0.01,36.11
175,SOLUSDT,1,20,30,True,14,30,70,9999.58,9999.65,0.0,0.0
214,SOLUSDT,15,20,50,False,14,30,70,9998.98,9999.64,0.0,30.0
256,XRPUSDT,15,5,50,False,14,30,70,9998.47,9999.64,0.01,26.67
13,BTCUSDT,1,20,30,True,14,30,70,9999.46,9999.63,0.0,0.0
258,XRPUSDT,15,5,100,False,14,30,70,9998.78,9999.63,0.0,23.08
250,XRPUSDT,5,20,50,False,14,30,70,9997.42,9999.62,0.01,23.33
48,BTCUSDT,15,10,100,False,14,30,70,9998.95,9999.61,0.0,11.11
154,BNBUSDT,15,10,50,False,14,30,70,9998.88,9999.56,0.01,12.5
42,BTCUSDT,15,5,100,False,14,30,70,9998.58,9999.54,0.01,9.09
158,BNBUSDT,15,20,30,False,14,30,70,9998.61,9999.53,0.01,22.22
210,SOLUSDT,15,10,100,False,14,30,70,9999.42,9999.52,0.01,28.57
98,ETHUSDT,15,10,30,False,14,30,70,9998.31,9999.51,0.01,31.58
40,BTCUSDT,15,5,50,False,14,30,70,9998.55,9999.49,0.01,16.67
108,ETHUSDT,15,20,100,False,14,30,70,9998.85,9999.49,0.01,14.29
260,XRPUSDT,15,10,30,False,14,30,70,9998.95,9999.48,0.01,31.58
102,ETHUSDT,15,10,100,False,14,30,70,9998.21,9999.47,0.01,14.29
262,XRPUSDT,15,10,50,False,14,30,70,9998.81,9999.47,0.01,28.57
46,BTCUSDT,15,10,50,False,14,30,70,9998.84,9999.46,0.01,20.0
92,ETHUSDT,15,5,30,False,14,30,70,9997.44,9999.45,0.01,34.78
104,ETHUSDT,15,20,30,False,14,30,70,9997.38,9999.45,0.01,29.41
196,SOLUSDT,5,20,50,False,14,30,70,9997.5,9999.44,0.01,36.67
212,SOLUSDT,15,20,30,False,14,30,70,9997.6,9999.44,0.01,29.41
50,BTCUSDT,15,20,30,False,14,30,70,9998.2,9999.43,0.01,19.05
208,SOLUSDT,15,10,50,False,14,30,70,9998.47,9999.43,0.01,30.77
152,BNBUSDT,15,10,30,False,14,30,70,9998.46,9999.4,0.01,19.05
146,BNBUSDT,15,5,30,False,14,30,70,9998.67,9999.38,0.01,14.29
200,SOLUSDT,15,5,30,False,14,30,70,9998.02,9999.38,0.01,36.0
198,SOLUSDT,5,20,100,False,14,30,70,9998.78,9999.37,0.01,36.36
148,BNBUSDT,15,5,50,False,14,30,70,9998.47,9999.35,0.01,13.64
194,SOLUSDT,5,20,30,False,14,30,70,9996.33,9999.34,0.01,36.17
254,XRPUSDT,15,5,30,False,14,30,70,9997.75,9999.33,0.01,18.18
86,ETHUSDT,5,20,30,False,14,30,70,9994.49,9999.3,0.01,29.41
82,ETHUSDT,5,10,50,False,14,30,70,9996.43,9999.27,0.01,26.83
96,ETHUSDT,15,5,100,False,14,30,70,9998.15,9999.27,0.01,9.09
88,ETHUSDT,5,20,50,False,14,30,70,9997.88,9999.26,0.01,32.35
252,XRPUSDT,5,20,100,False,14,30,70,9998.46,9999.25,0.01,20.0
144,BNBUSDT,5,20,100,False,14,30,70,9998.51,9999.23,0.01,13.64
206,SOLUSDT,15,10,30,False,14,30,70,9998.7,9999.21,0.01,27.78
142,BNBUSDT,5,20,50,False,14,30,70,9997.96,9999.15,0.01,15.15
244,XRPUSDT,5,10,50,False,14,30,70,9997.36,9999.15,0.01,21.62
44,BTCUSDT,15,10,30,False,14,30,70,9998.59,9999.13,0.01,18.18
246,XRPUSDT,5,10,100,False,14,30,70,9997.59,9999.13,0.01,16.0
36,BTCUSDT,5,20,100,False,14,30,70,9998.88,9999.11,0.01,16.67
136,BNBUSDT,5,10,50,False,14,30,70,9997.37,9999.08,0.01,11.43
188,SOLUSDT,5,10,30,False,14,30,70,9994.2,9999.01,0.02,30.77
38,BTCUSDT,15,5,30,False,14,30,70,9998.29,9999.0,0.01,20.0
186,SOLUSDT,5,5,100,False,14,30,70,9997.48,9998.85,0.01,22.5
138,BNBUSDT,5,10,100,False,14,30,70,9998.25,9998.82,0.01,12.12
30,BTCUSDT,5,10,100,False,14,30,70,9997.84,9998.79,0.01,16.67
248,XRPUSDT,5,20,30,False,14,30,70,9995.94,9998.79,0.02,25.49
34,BTCUSDT,5,20,50,False,14,30,70,9997.82,9998.75,0.02,17.65
80,ETHUSDT,5,10,30,False,14,30,70,9994.51,9998.75,0.02,22.64
240,XRPUSDT,5,5,100,False,14,30,70,9997.23,9998.75,0.01,11.76
78,ETHUSDT,5,5,100,False,14,30,70,9996.9,9998.7,0.02,18.42
28,BTCUSDT,5,10,50,False,14,30,70,9997.23,9998.69,0.02,13.89
184,SOLUSDT,5,5,50,False,14,30,70,9995.55,9998.65,0.02,28.57
140,BNBUSDT,5,20,30,False,14,30,70,9996.05,9998.53,0.02,8.51
24,BTCUSDT,5,5,100,False,14,30,70,9997.52,9998.51,0.02,15.79
134,BNBUSDT,5,10,30,False,14,30,70,9996.86,9998.5,0.02,7.84
26,BTCUSDT,5,10,30,False,14,30,70,9995.62,9998.47,0.02,12.5
132,BNBUSDT,5,5,100,False,14,30,70,9997.67,9998.47,0.02,10.0
32,BTCUSDT,5,20,30,False,14,30,70,9995.6,9998.32,0.02,12.0
22,BTCUSDT,5,5,50,False,14,30,70,9995.95,9998.27,0.02,12.77
242,XRPUSDT,5,10,30,False,14,30,70,9996.04,9998.14,0.02,20.37
182,SOLUSDT,5,5,30,False,14,30,70,9993.52,9997.95,0.02,23.53
76,ETHUSDT,5,5,50,False,14,30,70,9995.58,9997.87,0.02,16.67
130,BNBUSDT,5,5,50,False,14,30,70,9997.11,9997.72,0.02,7.14
238,XRPUSDT,5,5,50,False,14,30,70,9996.55,9997.67,0.02,11.11
128,BNBUSDT,5,5,30,False,14,30,70,9995.22,9997.38,0.03,5.63
20,BTCUSDT,5,5,30,False,14,30,70,9994.03,9997.3,0.03,8.57
74,ETHUSDT,5,5,30,False,14,30,70,9993.36,9997.19,0.03,15.79
236,XRPUSDT,5,5,30,False,14,30,70,9995.27,9997.07,0.03,13.16
180,SOLUSDT,1,20,100,False,14,30,70,9989.92,9997.01,0.03,16.0
234,XRPUSDT,1,20,100,False,14,30,70,9991.85,9996.05,0.04,10.0
18,BTCUSDT,1,20,100,False,14,30,70,9991.81,9995.96,0.04,7.77
126,BNBUSDT,1,20,100,False,14,30,70,9992.87,9995.94,0.04,8.16
178,SOLUSDT,1,20,50,False,14,30,70,9987.49,9995.28,0.05,18.71
174,SOLUSDT,1,10,100,False,14,30,70,9989.54,9995.17,0.05,14.93
228,XRPUSDT,1,10,100,False,14,30,70,9989.17,9995.02,0.05,8.46
12,BTCUSDT,1,10,100,False,14,30,70,9988.16,9994.91,0.05,5.93
72,ETHUSDT,1,20,100,False,14,30,70,9991.55,9994.85,0.05,15.74
120,BNBUSDT,1,10,100,False,14,30,70,9989.79,9994.55,0.05,5.93
66,ETHUSDT,1,10,100,False,14,30,70,9988.92,9993.8,0.06,8.97
172,SOLUSDT,1,10,50,False,14,30,70,9984.21,9993.53,0.07,15.34
114,BNBUSDT,1,5,100,False,14,30,70,9984.5,9993.38,0.07,5.36
222,XRPUSDT,1,5,100,False,14,30,70,9985.65,9993.12,0.07,7.51
124,BNBUSDT,1,20,50,False,14,30,70,9987.38,9993.11,0.07,3.05
16,BTCUSDT,1,20,50,False,14,30,70,9986.93,9992.74,0.07,5.62
168,SOLUSDT,1,5,100,False,14,30,70,9984.96,9992.61,0.08,10.94
6,BTCUSDT,1,5,100,False,14,30,70,9984.52,9992.56,0.07,5.76
232,XRPUSDT,1,20,50,False,14,30,70,9986.63,9992.42,0.08,8.89
70,ETHUSDT,1,20,50,False,14,30,70,9986.51,9992.1,0.08,11.36
118,BNBUSDT,1,10,50,False,14,30,70,9984.93,9992.04,0.08,3.12
60,ETHUSDT,1,5,100,False,14,30,70,9983.78,9991.4,0.09,9.18
10,BTCUSDT,1,10,50,False,14,30,70,9984.22,9991.22,0.09,4.59
64,ETHUSDT,1,10,50,False,14,30,70,9984.15,9990.98,0.09,9.0
166,SOLUSDT,1,5,50,False,14,30,70,9978.76,9990.9,0.09,11.34
226,XRPUSDT,1,10,50,False,14,30,70,9984.01,9990.61,0.09,8.18
176,SOLUSDT,1,20,30,False,14,30,70,9979.05,9990.06,0.1,12.69
116,BNBUSDT,1,10,30,False,14,30,70,9978.25,9989.82,0.1,4.35
170,SOLUSDT,1,10,30,False,14,30,70,9977.52,9989.82,0.1,14.29
122,BNBUSDT,1,20,30,False,14,30,70,9978.66,9989.56,0.1,3.47
112,BNBUSDT,1,5,50,False,14,30,70,9978.97,9989.48,0.11,2.72
14,BTCUSDT,1,20,30,False,14,30,70,9977.57,9989.22,0.11,5.38
4,BTCUSDT,1,5,50,False,14,30,70,9978.97,9989.2,0.11,4.46
8,BTCUSDT,1,10,30,False,14,30,70,9976.81,9989.05,0.11,5.34
224,XRPUSDT,1,10,30,False,14,30,70,9977.27,9988.62,0.12,8.13
220,XRPUSDT,1,5,50,False,14,30,70,9980.44,9988.38,0.12,6.43
230,XRPUSDT,1,20,30,False,14,30,70,9978.19,9988.32,0.12,6.69
68,ETHUSDT,1,20,30,False,14,30,70,9977.56,9988.25,0.12,8.3
58,ETHUSDT,1,5,50,False,14,30,70,9978.46,9987.91,0.12,7.27
62,ETHUSDT,1,10,30,False,14,30,70,9977.34,9987.91,0.12,8.08
164,SOLUSDT,1,5,30,False,14,30,70,9971.77,9986.56,0.14,10.76
218,XRPUSDT,1,5,30,False,14,30,70,9971.24,9986.35,0.14,6.67
2,BTCUSDT,1,5,30,False,14,30,70,9971.21,9986.24,0.14,3.15
110,BNBUSDT,1,5,30,False,14,30,70,9971.43,9985.77,0.14,3.13
56,ETHUSDT,1,5,30,False,14,30,70,9971.77,9985.21,0.15,7.3
