test_id,symbol,interval,short_ma,long_ma,use_rsi_filter,rsi_period,rsi_oversold,rsi_overbought,train_final_balance,test_final_balance,max_drawdown_pct,win_rate_pct
70,ETHUSDT,1,20,50,False,14,30,70,10000.0,10578.71,0.0,0.0
71,ETHUSDT,1,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
72,ETHUSDT,1,20,100,False,14,30,70,10000.0,10579.99,0.0,0.0
73,ETHUSDT,5,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
74,ETHUSDT,5,5,30,False,14,30,70,10000.0,9844.77,0.0,0.0
75,ETHUSDT,5,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
76,ETHUSDT,5,5,50,False,14,30,70,10000.0,9917.93,0.0,0.0
77,ETHUSDT,5,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
78,ETHUSDT,5,5,100,False,14,30,70,10000.0,9908.26,0.0,0.0
79,ETHUSDT,5,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
80,ETHUSDT,5,10,30,False,14,30,70,10000.0,9851.22,0.0,0.0
81,ETHUSDT,5,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
82,ETHUSDT,5,10,50,False,14,30,70,10000.0,9919.09,0.0,0.0
83,ETHUSDT,5,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
84,ETHUSDT,5,10,100,False,14,30,70,10000.0,9908.79,0.0,0.0
85,ETHUSDT,5,20,30,True,14,30,70,10000.0,10000.0,0.0,0.0
86,ETHUSDT,5,20,30,False,14,30,70,10000.0,9859.33,0.0,0.0
87,ETHUSDT,5,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
88,ETHUSDT,5,20,50,False,14,30,70,10000.0,9908.16,0.0,0.0
89,ETHUSDT,5,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
90,ETHUSDT,5,20,100,False,14,30,70,10000.0,9910.07,0.0,0.0
91,ETHUSDT,15,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
92,ETHUSDT,15,5,30,False,14,30,70,10000.0,9910.74,0.0,0.0
93,ETHUSDT,15,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
94,ETHUSDT,15,5,50,False,14,30,70,10000.0,9905.6,0.0,0.0
95,ETHUSDT,15,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
96,ETHUSDT,15,5,100,False,14,30,70,10000.0,9891.15,0.0,0.0
97,ETHUSDT,15,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
98,ETHUSDT,15,10,30,False,14,30,70,10000.0,9907.0,0.0,0.0
99,ETHUSDT,15,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
100,ETHUSDT,15,10,50,False,14,30,70,10000.0,9905.6,0.0,0.0
101,ETHUSDT,15,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
102,ETHUSDT,15,10,100,False,14,30,70,10000.0,9892.0,0.0,0.0
103,ETHUSDT,15,20,30,True,14,30,70,10000.0,10000.0,0.0,0.0
104,ETHUSDT,15,20,30,False,14,30,70,10000.0,9909.24,0.0,0.0
105,ETHUSDT,15,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
106,ETHUSDT,15,20,50,False,14,30,70,10000.0,9896.35,0.0,0.0
107,ETHUSDT,15,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
108,ETHUSDT,15,20,100,False,14,30,70,10000.0,9889.77,0.0,0.0
109,BNBUSDT,1,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
110,BNBUSDT,1,5,30,False,14,30,70,10000.0,10048.69,0.0,0.0
111,BNBUSDT,1,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
112,BNBUSDT,1,5,50,False,14,30,70,10000.0,10047.68,0.0,0.0
113,BNBUSDT,1,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
114,BNBUSDT,1,5,100,False,14,30,70,10000.0,10046.38,0.0,0.0
115,BNBUSDT,1,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
116,BNBUSDT,1,10,30,False,14,30,70,10000.0,10048.49,0.0,0.0
117,BNBUSDT,1,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
118,BNBUSDT,1,10,50,False,14,30,70,10000.0,10047.78,0.0,0.0
119,BNBUSDT,1,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
120,BNBUSDT,1,10,100,False,14,30,70,10000.0,10046.38,0.0,0.0
121,BNBUSDT,1,20,30,True,14,30,70,10000.0,10058.51,0.0,0.0
122,BNBUSDT,1,20,30,False,14,30,70,10000.0,10048.08,0.0,0.0
123,BNBUSDT,1,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
124,BNBUSDT,1,20,50,False,14,30,70,10000.0,10047.58,0.0,0.0
125,BNBUSDT,1,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
126,BNBUSDT,1,20,100,False,14,30,70,10000.0,10046.28,0.0,0.0
127,BNBUSDT,5,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
128,BNBUSDT,5,5,30,False,14,30,70,10000.0,9981.77,0.0,0.0
129,BNBUSDT,5,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
130,BNBUSDT,5,5,50,False,14,30,70,10000.0,9997.0,0.0,0.0
131,BNBUSDT,5,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
132,BNBUSDT,5,5,100,False,14,30,70,10000.0,9993.09,0.0,0.0
133,BNBUSDT,5,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
134,BNBUSDT,5,10,30,False,14,30,70,10000.0,9997.0,0.0,0.0
135,BNBUSDT,5,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
136,BNBUSDT,5,10,50,False,14,30,70,10000.0,9997.0,0.0,0.0
137,BNBUSDT,5,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
138,BNBUSDT,5,10,100,False,14,30,70,10000.0,9993.69,0.0,0.0
139,BNBUSDT,5,20,30,True,14,30,70,10000.0,10000.0,0.0,0.0
140,BNBUSDT,5,20,30,False,14,30,70,10000.0,9997.9,0.0,0.0
141,BNBUSDT,5,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
142,BNBUSDT,5,20,50,False,14,30,70,10000.0,9994.8,0.0,0.0
143,BNBUSDT,5,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
144,BNBUSDT,5,20,100,False,14,30,70,10000.0,9994.29,0.0,0.0
145,BNBUSDT,15,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
146,BNBUSDT,15,5,30,False,14,30,70,10000.0,9994.09,0.0,0.0
147,BNBUSDT,15,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
148,BNBUSDT,15,5,50,False,14,30,70,10000.0,9993.09,0.0,0.0
149,BNBUSDT,15,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
150,BNBUSDT,15,5,100,False,14,30,70,10000.0,9990.89,0.0,0.0
151,BNBUSDT,15,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
152,BNBUSDT,15,10,30,False,14,30,70,10000.0,9994.49,0.0,0.0
153,BNBUSDT,15,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
154,BNBUSDT,15,10,50,False,14,30,70,10000.0,9993.09,0.0,0.0
155,BNBUSDT,15,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
156,BNBUSDT,15,10,100,False,14,30,70,10000.0,9991.09,0.0,0.0
157,BNBUSDT,15,20,30,True,14,30,70,10000.0,10000.0,0.0,0.0
158,BNBUSDT,15,20,30,False,14,30,70,10000.0,9994.7,0.0,0.0
159,BNBUSDT,15,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
160,BNBUSDT,15,20,50,False,14,30,70,10000.0,9993.09,0.0,0.0
161,BNBUSDT,15,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
162,BNBUSDT,15,20,100,False,14,30,70,10000.0,9992.29,0.0,0.0
163,SOLUSDT,1,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
164,SOLUSDT,1,5,30,False,14,30,70,10000.0,9991.11,0.0,0.0
165,SOLUSDT,1,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
166,SOLUSDT,1,5,50,False,14,30,70,10000.0,9990.85,0.0,0.0
167,SOLUSDT,1,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
168,SOLUSDT,1,5,100,False,14,30,70,10000.0,9989.41,0.0,0.0
169,SOLUSDT,1,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
170,SOLUSDT,1,10,30,False,14,30,70,10000.0,9991.45,0.0,0.0
171,SOLUSDT,1,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
172,SOLUSDT,1,10,50,False,14,30,70,10000.0,9990.85,0.0,0.0
173,SOLUSDT,1,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
174,SOLUSDT,1,10,100,False,14,30,70,10000.0,9989.29,0.0,0.0
175,SOLUSDT,1,20,30,True,14,30,70,10000.0,10014.23,0.0,0.0
176,SOLUSDT,1,20,30,False,14,30,70,10000.0,9990.63,0.0,0.0
177,SOLUSDT,1,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
178,SOLUSDT,1,20,50,False,14,30,70,10000.0,9990.36,0.0,0.0
179,SOLUSDT,1,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
180,SOLUSDT,1,20,100,False,14,30,70,10000.0,9989.46,0.0,0.0
181,SOLUSDT,5,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
182,SOLUSDT,5,5,30,False,14,30,70,10000.0,9989.02,0.0,0.0
183,SOLUSDT,5,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
184,SOLUSDT,5,5,50,False,14,30,70,10000.0,9995.03,0.0,0.0
185,SOLUSDT,5,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
186,SOLUSDT,5,5,100,False,14,30,70,10000.0,9994.51,0.0,0.0
187,SOLUSDT,5,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
188,SOLUSDT,5,10,30,False,14,30,70,10000.0,9989.67,0.0,0.0
189,SOLUSDT,5,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
190,SOLUSDT,5,10,50,False,14,30,70,10000.0,9995.0,0.0,0.0
191,SOLUSDT,5,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
192,SOLUSDT,5,10,100,False,14,30,70,10000.0,9994.84,0.0,0.0
193,SOLUSDT,5,20,30,True,14,30,70,10000.0,10000.0,0.0,0.0
194,SOLUSDT,5,20,30,False,14,30,70,10000.0,9995.06,0.0,0.0
195,SOLUSDT,5,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
196,SOLUSDT,5,20,50,False,14,30,70,10000.0,9994.3,0.0,0.0
197,SOLUSDT,5,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
198,SOLUSDT,5,20,100,False,14,30,70,10000.0,9995.43,0.0,0.0
199,SOLUSDT,15,5,30,True,14,30,70,10000.0,10000.0,0.0,0.0
200,SOLUSDT,15,5,30,False,14,30,70,10000.0,9994.48,0.0,0.0
201,SOLUSDT,15,5,50,True,14,30,70,10000.0,10000.0,0.0,0.0
202,SOLUSDT,15,5,50,False,14,30,70,10000.0,9994.48,0.0,0.0
203,SOLUSDT,15,5,100,True,14,30,70,10000.0,10000.0,0.0,0.0
204,SOLUSDT,15,5,100,False,14,30,70,10000.0,9994.42,0.0,0.0
205,SOLUSDT,15,10,30,True,14,30,70,10000.0,10000.0,0.0,0.0
206,SOLUSDT,15,10,30,False,14,30,70,10000.0,9994.48,0.0,0.0
207,SOLUSDT,15,10,50,True,14,30,70,10000.0,10000.0,0.0,0.0
208,SOLUSDT,15,10,50,False,14,30,70,10000.0,9995.11,0.0,0.0
209,SOLUSDT,15,10,100,True,14,30,70,10000.0,10000.0,0.0,0.0
210,SOLUSDT,15,10,100,False,14,30,70,10000.0,9993.76,0.0,0.0
211,SOLUSDT,15,20,30,True,14,30,70,10000.0,9996.48,0.0,0.0
212,SOLUSDT,15,20,30,False,14,30,70,10000.0,9995.38,0.0,0.0
213,SOLUSDT,15,20,50,True,14,30,70,10000.0,10000.0,0.0,0.0
214,SOLUSDT,15,20,50,False,14,30,70,10000.0,9993.4,0.0,0.0
215,SOLUSDT,15,20,100,True,14,30,70,10000.0,10000.0,0.0,0.0
216,SOLUSDT,15,20,100,False,14,30,70,10000.0,9993.68,0.0,0.0
